Date,Headline,Source,Market_Index,Index_Change_Percent,Trading_Volume,Sentiment,Impact_Level,Related_Company,News_Url,Impact_Level_Numeric,Sentiment_Numeric,Sector_Aerospace & Defense,Sector_Agriculture,Sector_Automotive,Sector_Construction,Sector_Consumer Goods,Sector_Energy,Sector_Finance,Sector_Healthcare,Sector_Industrials,Sector_Materials,Sector_Media & Entertainment,Sector_Pharmaceuticals,Sector_Real Estate,Sector_Retail,Sector_Technology,Sector_Telecommunications,Sector_Transportation,Sector_Utilities,Market_Event_Bond Market Fluctuation,Market_Event_Central Bank Meeting,Market_Event_Commodity Price Shock,Market_Event_Consumer Confidence Report,Market_Event_Corporate Earnings Report,Market_Event_Cryptocurrency Regulation,Market_Event_Currency Devaluation,Market_Event_Economic Data Release,Market_Event_Geopolitical Event,Market_Event_Government Policy Announcement,Market_Event_IPO Launch,Market_Event_Inflation Data Release,Market_Event_Interest Rate Change,Market_Event_Major Merger/Acquisition,Market_Event_Market Rally,Market_Event_Regulatory Changes,Market_Event_Stock Market Crash,Market_Event_Supply Chain Disruption,Market_Event_Trade Tariffs Announcement,Market_Event_Unemployment Rate Announcement
2025-07-16,Crude oil prices drop to a multi-year low,Business Standard,Euro Stoxx 50,-2.81,202.01,Positive,High,ExxonMobil,https://www.wsj.com/china/market-regulation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-10,E-commerce earnings report beats all analyst expectations,The Hindu Business Line,S&P 500,1.2,106.82,Positive,Low,Samsung Electronics,https://www.ft.com/content/currency-devaluation,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-03-01,Manufacturing PMI data signals economic expansion,MarketWatch,Euro Stoxx 50,0.03,183.6,Neutral,Medium,Tata Motors,https://www.investopedia.com/articles/supply-chain-disruption,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025-02-11,Federal Reserve Chairman's speech causes market volatility,The Hindu Business Line,NSE Nifty,0.08,271.89,Negative,Low,JP Morgan Chase,https://www.wsj.com/china/market-regulation,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-07,E-commerce earnings report beats all analyst expectations,Seeking Alpha,Nikkei 225,-4.79,4.52,Neutral,Medium,JP Morgan Chase,https://www.wsj.com/china/market-regulation,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025-03-13,Government subsidy program gives a lift to the agriculture sector,Yahoo Finance,Russell 2000,-2.04,110.54,Neutral,Low,Apple Inc.,https://www.business-standard.com/economy/trade-disputes-impact,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-01,Financial sector bracing for new capital requirements,Mint,Euro Stoxx 50,-0.88,326.13,Positive,High,Apple Inc.,https://www.bloomberg.com/australia/asx-200-performance,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-13,Semiconductor shortages weigh heavily on tech sector profits,Reuters,Shanghai Composite,3.3,59.3,Negative,High,Tesla,https://www.business-standard.com/economy/economic-stimulus,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-04-17,Market sentiment turns positive on vaccine trial results,Reuters,Shanghai Composite,-0.15,110.04,Negative,Medium,Goldman Sachs,https://www.bloomberg.com/middle-east/news/bond-market-fluctuation,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-20,Crude oil prices drop to a multi-year low,The Economist,Dow Jones,0.42,244.33,Negative,High,Goldman Sachs,https://economictimes.indiatimes.com/news/transportation,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025-02-23,Market sentiment turns positive on vaccine trial results,Reuters,DAX,2.2,233.8,Negative,High,Samsung Electronics,Missing News URL,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-27,New housing data release shows a slowdown in market activity,Forbes,Euro Stoxx 50,-1.22,344.02,Neutral,Low,Goldman Sachs,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-06-05,Utilities sector remains stable during market fluctuations,Barron's,NSE Nifty,-2.56,389.25,Neutral,Medium,Goldman Sachs,https://www.reuters.com/markets/indices/nikkei-225,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-03-08,Real Estate sector shows signs of overheating as interest rates fall,The Hindu Business Line,TSX,0.62,462.05,Negative,Medium,Tesla,https://economictimes.indiatimes.com/industry/industrials,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-02,Central bank maintains status quo on interest rates,Financial Times,Hang Seng,0.25,467.27,Neutral,High,JP Morgan Chase,https://www.cnbc.com/2025/12/healthcare-sector-outlook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01,New IPO for a popular software firm is oversubscribed,Times of India,NSE Nifty,-1.98,454.31,Negative,Medium,Boeing,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025-04-10,Government spending bill is expected to stimulate the economy,Reuters,ASX 200,1.67,213.42,Neutral,High,ExxonMobil,Missing News URL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025-07-30,Media and Entertainment companies report a surge in streaming revenue,Wall Street Journal,S&P 500,-4.26,424.94,Neutral,Low,Tesla,https://www.reuters.com/markets/indices/ftse-100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-04-21,Major technology firm acquires a smaller rival in a multi-billion dollar deal,The Economist,DAX,-0.36,147.58,Neutral,Low,Tesla,https://www.business-standard.com/finance/corporate-earnings,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025-02-04,Merger talks between two banks fall through,Bloomberg,Euro Stoxx 50,-4.82,309.6,Positive,High,Tesla,https://www.reuters.com/markets/stocks/tech-rally,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-07-06,Dow Jones plunges as market fears recession,MarketWatch,KOSPI,-0.04,58.16,Neutral,Low,Microsoft,https://www.cnbc.com/2025/10/real-estate-market-analysis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-02-21,Utilities sector remains stable during market fluctuations,CNBC,NSE Nifty,-0.29,207.53,Neutral,High,Microsoft,https://www.marketwatch.com/story/commodities-price-shock,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-03-17,Market braces for a major policy announcement from the EU,CNBC,BSE Sensex,0.54,260.41,Neutral,High,Tesla,https://www.forbes.com/finance/geopolitical-event-impact,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025-04-02,Geopolitical ceasefire prompts a broad market recovery,Business Standard,Shanghai Composite,-3.91,173.78,Positive,High,ExxonMobil,https://www.business-standard.com/economy/trade-disputes-impact,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-04-17,Consumer confidence index reaches a decade high,Bloomberg,S&P/TSX Composite,2.02,440.1,Positive,Low,Boeing,https://www.marketwatch.com/story/commodities-price-shock,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-24,Nikkei 225 index benefits from a weaker yen,MarketWatch,TSX,-2.9,498.54,Negative,Medium,Tesla,https://www.cnbc.com/2025/09/automotive-industry-trends,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-06-10,Retail sales report surpasses all forecasts,The Economist,TSX,4.29,493.81,Negative,Low,JP Morgan Chase,https://www.marketwatch.com/story/commodities-price-shock,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-03-21,Geopolitical ceasefire prompts a broad market recovery,Mint,Nikkei 225,-1.56,170.85,Positive,High,Tata Motors,https://www.reuters.com/markets/indices/nikkei-225,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-06-03,China's Shanghai Composite falls after new trade restrictions,Business Standard,Shanghai Composite,2.43,125.05,Positive,Low,Microsoft,https://www.wsj.com/japan/economic-data-release,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-03-30,UK's FTSE 100 sees a boost from favorable trade data,The Hindu Business Line,Russell 2000,0.68,140.71,Negative,Medium,Goldman Sachs,https://www.business-standard.com/economy/trade-disputes-impact,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-08-05,Energy company's dividend hike excites shareholders,Forbes,CAC 40,-2.89,92.67,Negative,Low,Reliance Industries,Missing News URL,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-12,Banking stocks dip after a major scandal is revealed,Business Standard,Euro Stoxx 50,-1.13,275.88,Positive,High,Tesla,https://www.ft.com/content/tech-sector-innovation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025-08-01,A massive data breach sends a tech company's stock tumbling,Seeking Alpha,Hang Seng,0.52,107.34,Negative,Low,Goldman Sachs,https://www.moneycontrol.com/us-markets/sp-500,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-03,Utilities sector remains stable during market fluctuations,Bloomberg,NSE Nifty,-0.23,56.9,Positive,Medium,JP Morgan Chase,Missing News URL,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025-05-08,Central Bank's dovish tone hints at future rate cuts,Barron's,TSX,-4.15,145.65,Negative,Medium,Tata Motors,Missing News URL,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-03-25,Nikkei 225 index benefits from a weaker yen,Forbes,FTSE 100,0.66,457.49,Negative,Low,JP Morgan Chase,https://timesofindia.indiatimes.com/business/agriculture-sector,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2025-07-12,Automotive industry faces headwinds from rising material costs,The Economist,NSE Nifty,-0.36,17.18,Neutral,Medium,Reliance Industries,https://www.reuters.com/business/retail-sector-earnings,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-01,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Yahoo Finance,ASX 200,3.42,377.3,Neutral,Medium,Microsoft,https://www.cnbc.com/2025/10/real-estate-market-analysis,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-23,Real Estate sector shows signs of overheating as interest rates fall,The Hindu Business Line,NSE Nifty,-3.48,98.93,Neutral,Medium,Samsung Electronics,https://www.cnbc.com/2025/08/russia-ukraine-war-economic-impact,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-04,Financial sector bracing for new capital requirements,Reuters,NSE Nifty,-0.37,364.94,Positive,Low,Tata Motors,https://www.moneycontrol.com/us-markets/nasdaq-composite,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025-07-04,Dow Jones plunges as market fears recession,Barron's,S&P 500,0.12,380.68,Negative,Medium,ExxonMobil,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,2,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-12,Manufacturing PMI data signals economic expansion,The Motley Fool,Shanghai Composite,3.25,87.09,Negative,Low,Microsoft,https://www.moneycontrol.com/us-markets/dow-jones-industrial,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-08-14,Major oil spill sends energy stocks plummeting,Mint,FTSE 100,3.02,41.56,Positive,Medium,Samsung Electronics,https://www.reuters.com/business/energy/oil-market-update,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-25,Healthcare stocks gain on robust demand and strong outlook,Wall Street Journal,FTSE 100,-4.3,414.38,Neutral,High,ExxonMobil,https://www.reuters.com/business/retail-sector-earnings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-04-20,Manufacturing PMI data signals economic expansion,Barron's,Euro Stoxx 50,4.06,88.22,Neutral,High,Reliance Industries,https://www.wsj.com/europe/dax-performance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-29,Merger talks between two banks fall through,Times of India,Russell 2000,-0.37,308.57,Negative,Medium,JP Morgan Chase,Missing News URL,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-06-01,Federal Reserve Chairman's speech causes market volatility,Economic Times,ASX 200,-0.66,426.34,Negative,Low,Tesla,https://www.wsj.com/europe/dax-performance,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2025-02-01,Semiconductor shortages weigh heavily on tech sector profits,Bloomberg,TSX,-4.68,466.3,Positive,High,Goldman Sachs,https://www.cnbc.com/2025/11/major-merger-deal-approved,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-12,Geopolitical ceasefire prompts a broad market recovery,MarketWatch,S&P 500,-0.29,108.83,Positive,High,Apple Inc.,https://www.wsj.com/europe/dax-performance,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-03-29,Consumer confidence index reaches a decade high,Forbes,KOSPI,4.55,158.8,Positive,Low,Boeing,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025-06-04,Geopolitical ceasefire prompts a broad market recovery,CNBC,TSX,2.27,15.3,Negative,Medium,ExxonMobil,https://www.reuters.com/business/energy/oil-market-update,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-25,Semiconductor shortages weigh heavily on tech sector profits,Economic Times,S&P 500,-1.39,372.88,Negative,Low,Boeing,https://www.moneycontrol.com/us-markets/sp-500,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-01,Media and Entertainment companies report a surge in streaming revenue,MarketWatch,Euro Stoxx 50,3.99,411.89,Negative,Low,ExxonMobil,https://www.moneycontrol.com/us-markets/sp-500,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-04-14,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Business Standard,IBOVESPA,4.69,80.84,Positive,Low,Boeing,https://economictimes.indiatimes.com/news/transportation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-08-07,New housing data release shows a slowdown in market activity,The Economist,Nikkei 225,-4.06,404.42,Negative,Medium,Boeing,https://www.wsj.com/europe/regulatory-changes,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-09,Market sentiment turns positive on vaccine trial results,Mint,Euro Stoxx 50,2.07,24.32,Neutral,Low,Microsoft,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-21,Mining company stock surges on commodity price boom,The Economist,FTSE 100,-0.47,149.3,Positive,Low,Samsung Electronics,https://timesofindia.indiatimes.com/business/finance/banking-sector-news,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-07-19,Central Bank Governor signals potential shift in policy,Reuters,Russell 2000,4.54,135.74,Neutral,Low,Boeing,https://www.cnbc.com/2025/09/automotive-industry-trends,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-06-14,UK's FTSE 100 sees a boost from favorable trade data,Seeking Alpha,IBOVESPA,-4.11,456.94,Positive,Low,JP Morgan Chase,https://www.cnbc.com/2025/08/russia-ukraine-war-economic-impact,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-27,A massive data breach sends a tech company's stock tumbling,Seeking Alpha,TSX,-0.05,481.3,Positive,Low,Apple Inc.,https://timesofindia.indiatimes.com/business/agriculture-sector,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2025-04-09,Consumer confidence index reaches a decade high,Seeking Alpha,Russell 2000,-2.99,209.45,Positive,Low,Tata Motors,https://www.cnbc.com/2025/08/russia-ukraine-war-economic-impact,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025-07-06,Real Estate sector shows signs of overheating as interest rates fall,Investopedia,Hang Seng,2.31,439.95,Positive,High,Microsoft,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-23,Government spending bill is expected to stimulate the economy,Bloomberg,CAC 40,-1.57,388.56,Neutral,Low,Microsoft,https://www.wsj.com/europe/dax-performance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-05,Pharmaceutical company's drug approval drives stock upward,The Hindu Business Line,CAC 40,3.79,2.28,Negative,Medium,Samsung Electronics,https://www.forbes.com/finance/geopolitical-event-impact,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-18,Energy company's dividend hike excites shareholders,The Economist,Shanghai Composite,2.42,109.73,Neutral,Medium,Microsoft,https://www.reuters.com/markets/indices/nikkei-225,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-08-12,Bond yields tumble as investors seek safe havens,Forbes,Shanghai Composite,-0.3,391.52,Neutral,High,JP Morgan Chase,https://economictimes.indiatimes.com/news/economy/unemployment-rate,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-06,Healthcare stocks gain on robust demand and strong outlook,Economic Times,Shanghai Composite,2.79,245.87,Positive,High,Microsoft,https://www.bloomberg.com/middle-east/news/bond-market-fluctuation,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025-05-16,Aerospace and Defense sector sees rally amid geopolitical tensions,Times of India,BSE Sensex,3.17,184.63,Neutral,Low,Tata Motors,https://economictimes.indiatimes.com/industry/industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025-06-05,Gold prices surge as investors flee riskier assets,The Economist,IBOVESPA,-0.59,314.76,Negative,High,Samsung Electronics,https://www.theeconomist.com/finance-and-economics/trade-tariffs,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-06-29,New housing data release shows a slowdown in market activity,MarketWatch,NSE Nifty,5.0,487.76,Negative,Medium,Goldman Sachs,https://www.ft.com/content/consumer-confidence-report,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-01,Central Bank Governor signals potential shift in policy,Barron's,Dow Jones,-2.81,3.11,Neutral,Low,Reliance Industries,https://www.bloomberg.com/australia/asx-200-performance,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-24,Media and Entertainment companies report a surge in streaming revenue,The Hindu Business Line,FTSE 100,1.84,449.25,Negative,High,Boeing,https://www.business-standard.com/economy/economic-stimulus,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025-06-02,Retail sales report surpasses all forecasts,Reuters,Nasdaq Composite,-2.21,298.2,Negative,Low,ExxonMobil,https://www.bloomberg.com/asia/telecommunications-news,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-19,Banking stocks dip after a major scandal is revealed,Mint,KOSPI,2.8,175.81,Negative,Medium,ExxonMobil,https://www.wsj.com/china/market-regulation,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-20,Dow Jones plunges as market fears recession,Seeking Alpha,ASX 200,1.93,481.56,Neutral,Low,Microsoft,https://www.wsj.com/europe/dax-performance,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025-06-18,Nikkei 225 index benefits from a weaker yen,Investopedia,Dow Jones,3.46,413.73,Neutral,Low,Apple Inc.,https://www.business-standard.com/economy/trade-disputes-impact,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-16,New housing data release shows a slowdown in market activity,The Hindu Business Line,DAX,4.63,80.71,Negative,Medium,Goldman Sachs,https://www.ft.com/content/geopolitical-summit,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-10,Quarterly report shows surprising losses for retail giants,The Hindu Business Line,Nasdaq Composite,-4.89,240.08,Positive,High,Reliance Industries,https://www.moneycontrol.com/us-markets/sp-500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-27,Real Estate sector shows signs of overheating as interest rates fall,Economic Times,Euro Stoxx 50,-2.12,303.82,Neutral,High,Tesla,https://www.cnbc.com/2025/11/major-merger-deal-approved,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-29,Central Bank Governor signals potential shift in policy,Yahoo Finance,BSE Sensex,2.23,193.0,Negative,High,Boeing,https://www.cnbc.com/2025/11/major-merger-deal-approved,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
